cpu_usage,memory_usage,temperature,battery_level,battery_drain,upload_speed_kbps,download_speed_kbps,brightness,Target
38.0,72.0,32.4,49.0,-204.0,0.2334624999999999,0.20773794000000123,23.0,1
35.0,72.0,32.4,49.0,-246.0,5.059376,1.2779588000000004,23.0,1
35.0,72.0,32.4,49.0,-280.0,0.7777588400000001,0.6972676,23.0,1
37.0,71.0,32.4,49.0,-264.0,4.966392999999999,116.88442,23.0,1
40.0,71.0,32.4,49.0,-263.0,2.2342973,55.182716,23.0,1
42.0,71.0,32.8,48.0,-237.0,1.659307,52.080017,23.0,1
44.0,71.0,32.8,48.0,-225.0,2.0186987,57.223746999999996,23.0,1
54.0,71.0,32.8,48.0,-219.0,1.8453446999999998,51.64785,23.0,1
36.0,71.0,32.8,48.0,-277.0,1.3408935,51.85872,23.0,1
37.0,71.0,32.8,48.0,-261.0,1.4199917,51.80897,23.0,1
45.0,71.0,32.8,48.0,-264.0,1.3771162,51.864155,23.0,1
45.0,70.0,32.8,48.0,-235.0,0.04389317300000006,0.012852697999999663,23.0,1
56.0,71.0,32.8,48.0,-274.0,0.0990856,0.08285396999999861,23.0,1
33.0,72.0,32.8,48.0,-325.0,4.176694,93.94730000000001,23.0,1
50.0,73.0,32.8,48.0,-271.0,0.031086795,2.183847400000001,23.0,1
90.0,72.0,32.8,48.0,-230.0,1.6098381,4.359766499999999,23.0,1
46.0,72.0,32.7,48.0,-227.0,1.7683371,64.6173,23.0,1
35.0,72.0,32.7,48.0,-255.0,1.2414384,52.002987,23.0,1
35.0,72.0,32.7,48.0,-245.0,1.7644736,78.68195,23.0,1
39.0,72.0,32.7,48.0,-204.0,0.09212854000000004,0.10837225599999911,23.0,1
35.0,72.0,32.7,48.0,-255.0,0.12419274399999991,0.09047636000000026,23.0,1
36.0,72.0,32.7,48.0,-222.0,4.0538616,0.8900317000000015,23.0,1
42.0,72.0,32.7,48.0,-289.0,0.11006936399999989,0.11394845999999959,23.0,1
35.0,72.0,32.7,48.0,-198.00000000000003,2.3246748,127.3305,23.0,1
38.0,72.0,32.7,48.0,-222.0,0.2492471599999999,0.0909448200000007,23.0,1
43.0,72.0,32.6,48.0,-214.0,2.372311,129.02089,23.0,1
36.0,72.0,32.6,48.0,-228.0,1.5912467,65.771935,23.0,1
37.0,72.0,32.6,48.0,-203.0,1.348968,64.70334,23.0,1
42.0,72.0,32.6,48.0,-214.0,1.9490004,83.881744,23.0,1
54.0,72.0,32.6,48.0,-218.0,0.7981684000000001,26.156557,23.0,1
35.0,72.0,32.6,48.0,-197.00000000000003,2.4082386,129.14899,23.0,1
40.0,72.0,32.6,48.0,-233.0,0.6370677,17.806635,23.0,1
37.0,72.0,32.6,48.0,-205.0,2.0565085,91.34960000000001,23.0,1
36.0,72.0,32.6,48.0,-204.0,1.2770246000000003,64.438576,23.0,1
38.0,72.0,32.6,48.0,-210.0,2.197084,104.294014,23.0,1
46.0,72.0,32.6,48.0,-501.0,2.8979354,129.80138,23.0,1
44.0,72.0,32.6,48.0,-425.0,5.8155723,14.100657000000002,23.0,1
44.0,72.0,32.6,48.0,-206.0,1.3418343,73.49112,23.0,1
48.0,73.0,32.5,48.0,-365.0,4.057353,91.46128000000002,23.0,1
35.0,73.0,32.5,48.0,-262.0,2.200172,78.88164,23.0,1
36.0,73.0,32.5,48.0,-221.0,2.508977,3.0784160000000007,23.0,1
41.0,73.0,32.5,48.0,-204.0,0.7893961,111.96745000000001,23.0,1
35.0,73.0,32.5,48.0,-199.0,0.16235592999999993,0.05581743600000166,23.0,1
35.0,74.0,32.5,48.0,-235.0,1.5759379999999998,15.475823000000002,23.0,1
35.0,74.0,32.5,48.0,-209.0,0.015027767999999941,0.013088701000000924,23.0,1
38.0,74.0,32.5,48.0,-216.0,0.12058423499999993,0.059928183000000246,23.0,1
35.0,74.0,32.5,48.0,-199.0,0.09076401,0.05654549000000131,23.0,1
36.0,74.0,32.5,48.0,-203.0,0.17524317000000011,0.09040899600000074,23.0,1
40.0,73.0,32.5,48.0,-221.0,0.16429742000000003,0.16599620999999942,23.0,1
51.0,74.0,32.5,48.0,-255.0,0.05675996499999991,0.025711780000001738,23.0,1
49.0,73.0,32.5,48.0,-284.0,0.36066642000000004,0.12991746999999876,23.0,1
38.0,74.0,32.5,48.0,-274.0,2.0701077,4.77046,23.0,1
43.0,74.0,32.5,48.0,-277.0,2.0278904,96.70275000000001,23.0,1
40.0,74.0,32.5,48.0,-491.0,4.648195,97.75572,23.0,1
35.0,74.0,32.5,48.0,-257.0,2.8755686,96.56416000000002,23.0,1
64.0,72.0,32.5,48.0,-246.0,2.385613,2.634554900000005,23.0,1
51.0,73.0,32.5,48.0,-274.0,0.49094945,39.448177,23.0,1
35.0,73.0,32.5,48.0,-225.0,0.051641620000000055,0.0735649539999983,23.0,1
35.0,73.0,32.5,48.0,-208.0,0.20360201999999994,0.16579022000000165,23.0,1
50.0,74.0,32.5,48.0,-731.0,6.292214400000001,15.811511000000003,23.0,1
35.0,74.0,32.5,48.0,-225.0,1.4777251,49.73323,23.0,1
88.0,72.0,32.6,47.0,-337.0,2.6589599,0.6796118,23.0,1
42.0,72.0,32.6,47.0,-343.0,0.9353061,0.31985819999999876,23.0,1
50.0,72.0,32.6,47.0,-628.0,0.99621016,0.23989575999999957,23.0,1
39.0,72.0,32.6,47.0,-259.0,0.24729866,0.19968516999999864,23.0,1
39.0,73.0,32.6,47.0,-395.0,3.1907346,54.425972,23.0,1
35.0,73.0,32.6,47.0,-273.0,1.2558584,106.83677,23.0,1
50.0,72.0,32.6,47.0,-242.0,0.08582500999999998,0.0632777599999983,23.0,1
35.0,73.0,32.6,47.0,-216.0,1.6874316999999999,3.4737371999999986,23.0,1
57.0,73.0,32.6,47.0,-213.0,4.241216699999999,30.578128999999997,23.0,1
36.0,71.0,32.6,47.0,-245.0,2.9970453,30.461163999999997,23.0,1
35.0,71.0,32.6,47.0,-333.0,4.8750485999999995,116.05905000000001,23.0,1
38.0,71.0,32.6,47.0,-222.0,3.9813514000000003,53.47691,23.0,1
50.0,72.0,32.6,47.0,-228.0,3.2308772,109.98804999999999,23.0,1
36.0,72.0,32.6,47.0,-217.0,0.078125,0.04779697200000044,23.0,1
40.0,71.0,32.6,47.0,-295.0,4.6036215,61.2588,23.0,1
50.0,71.0,32.6,47.0,-243.0,0.27475673,0.1915779399999984,23.0,1
35.0,71.0,32.6,47.0,-210.0,0.6023838499999999,0.29389325,23.0,1
35.0,71.0,32.6,47.0,-224.0,0.6837877999999998,12.025594000000002,23.0,1
36.0,71.0,32.6,47.0,-221.0,0.07176328500000007,0.03976073999999841,23.0,1
35.0,71.0,32.6,47.0,-226.0,0.13677209999999995,0.05577586000000068,23.0,1
35.0,71.0,32.7,47.0,-238.0,0.07735869000000006,0.07299361999999832,23.0,1
47.0,71.0,32.7,47.0,-229.0,0.8147752000000001,26.219269,23.0,1
36.0,71.0,32.7,47.0,-319.0,5.5827146,5.831951600000004,23.0,1
37.0,71.0,32.7,47.0,-219.0,0.20413744,0.10352338999999944,23.0,1
37.0,73.0,32.7,47.0,-280.0,0.029100448000000112,0.0,23.0,1
84.0,73.0,32.7,47.0,-236.0,0.10519437499999995,0.1643359199999992,23.0,1
36.0,72.0,32.7,47.0,-238.0,0.15919572000000004,0.10329494000000139,23.0,1
36.0,72.0,32.7,47.0,-226.0,0.1035233900000001,0.13407128000000057,23.0,1
35.0,72.0,32.7,47.0,-229.0,3.782211,1.3183955999999988,23.0,1
47.0,72.0,32.7,47.0,-212.0,0.6739930000000001,0.3183283500000016,23.0,1
35.0,72.0,32.7,47.0,-211.0,0.11163487000000005,0.05581743600000166,23.0,1
58.0,72.0,32.7,47.0,-263.0,1.8721287,75.964294,23.0,1
35.0,72.0,32.7,47.0,-198.00000000000003,1.8653196,75.76763,23.0,1
35.0,72.0,32.7,47.0,-253.0,2.3324552,99.90145000000001,23.0,1
43.0,71.0,32.7,47.0,-239.0,2.0394135,75.06952,23.0,1
42.0,71.0,32.7,47.0,-253.0,3.175835,124.24916000000002,23.0,1
38.0,71.0,32.7,47.0,-211.0,0.6478091000000001,0.3382087300000016,23.0,1
36.0,71.0,32.7,47.0,-260.0,1.7713375999999998,74.163,23.0,1
41.0,71.0,32.7,47.0,-258.0,1.7546132,74.23984,23.0,1
45.0,71.0,32.7,47.0,-207.0,1.6771611,74.32467,23.0,1
35.0,71.0,32.7,47.0,-214.0,1.898885,74.18776,23.0,1
96.0,71.0,32.7,47.0,-244.0,6.7957115,77.7036,23.0,1
52.0,72.0,32.7,47.0,-364.0,4.377887,75.434654,23.0,1
50.0,72.0,32.7,47.0,-230.0,3.6207000000000003,8.780793000000003,23.0,1
40.0,73.0,32.7,47.0,-246.0,1.0813501,0.19259578000000133,23.0,1
55.0,72.0,32.7,47.0,-274.0,6.904545299999999,2.609275799999999,23.0,1
39.0,73.0,32.7,47.0,-220.0,0.5445002299999999,0.08166291599999909,23.0,1
39.0,73.0,32.7,47.0,-250.0,0.88654554,0.08125856499999884,23.0,1
35.0,73.0,32.7,47.0,-209.0,0.11431981600000007,0.034635030000000455,23.0,1
39.0,72.0,32.7,47.0,-220.0,1.0163034,0.025201610999999957,23.0,1
37.0,72.0,32.7,47.0,-222.0,0.32074921999999995,0.013101708000000656,23.0,1
42.0,72.0,32.7,47.0,-205.0,6.512923000000001,4.221019699999999,23.0,1
40.0,73.0,32.7,47.0,-201.0,1.276838,0.0558313169999991,23.0,1
35.0,73.0,32.7,47.0,-210.0,1.1193618,0.06255043000000171,23.0,1
35.0,72.0,32.8,46.0,-274.0,0.9831085,0.038306076000001354,23.0,1
35.0,73.0,32.8,46.0,-256.0,0.5618446500000001,0.04774952300000024,23.0,1
35.0,73.0,32.8,46.0,-235.0,1.1333846,0.08943946000000125,23.0,1
35.0,73.0,32.8,46.0,-211.0,0.20399629000000008,0.0909614860000012,23.0,1
35.0,73.0,32.8,46.0,-209.0,1.250796,0.14148507000000166,23.0,1
38.0,73.0,32.8,46.0,-217.0,0.5638212,0.08075373999999869,23.0,1
36.0,73.0,32.8,46.0,-221.0,0.9714674000000001,0.1305318299999989,23.0,1
47.0,73.0,32.8,46.0,-219.0,0.4112863200000001,0.04365067000000167,23.0,1
95.0,73.0,32.8,46.0,-267.0,3.3122108,76.550514,23.0,1
36.0,73.0,32.8,46.0,-223.0,8.793679,69.38624,23.0,1
35.0,73.0,32.8,46.0,-225.0,0.2855985000000001,0.025214126000001613,23.0,1
42.0,73.0,32.8,46.0,-214.0,2.9209638,2.682760000000002,23.0,1
44.0,73.0,32.8,46.0,-232.0,0.15119243999999998,0.03470388399999891,23.0,1
50.0,73.0,32.8,46.0,-221.0,1.1858606000000003,0.15539533000000105,23.0,1
58.0,73.0,32.8,46.0,-222.0,0.16734123000000012,0.0,23.0,1
35.0,72.0,32.6,46.0,-226.0,1.0206088,0.025795072000001085,23.0,1
42.0,72.0,32.6,46.0,-262.0,0.44757092,0.06203473700000117,23.0,1
47.0,72.0,32.6,46.0,-232.0,0.8551297,0.4364294700000002,23.0,1
39.0,72.0,32.6,46.0,-223.0,0.97001654,0.0909163200000016,23.0,1
44.0,73.0,32.6,46.0,-228.0,0.3872198200000001,0.05399673399999827,23.0,1
37.0,72.0,32.6,46.0,-213.0,1.1129851,0.047820735999998476,23.0,1
35.0,73.0,32.6,46.0,-254.0,0.17334712000000008,0.03782118999999895,23.0,1
37.0,73.0,32.6,46.0,-236.0,1.3502607000000002,0.0,23.0,1
51.0,72.0,32.6,46.0,-256.0,0.47964665000000006,0.06859044999999853,23.0,1
94.0,72.0,32.6,46.0,-844.0,7.8275876,9.7038145,23.0,0
49.0,70.0,32.6,46.0,-814.0,3.242782,3.1214428000000005,23.0,1
34.0,71.0,32.6,46.0,-271.0,0.7091645600000002,0.012663652000000525,23.0,1
100.0,71.0,32.8,46.0,-322.0,2.2493393,2.4685330000000008,23.0,1
26.0,73.0,32.8,46.0,-172.99999999999997,3.6837516,0.2110697899999998,23.0,1
45.0,72.0,32.8,46.0,-367.0,3.9013877,0.2032377899999993,23.0,1
56.0,72.0,32.8,46.0,-320.0,4.904206,3.100591999999999,23.0,1
56.0,71.0,32.8,46.0,-834.0,2.2681766,1.0778463999999985,23.0,1
36.0,72.0,32.8,46.0,-311.0,0.7490305,1.8316935,23.0,1
34.0,72.0,33.2,46.0,-185.00000000000003,3.4847455,1.862473699999999,23.0,1
27.0,72.0,33.2,46.0,-194.99999999999997,0.5725931500000001,0.0,23.0,1
53.0,72.0,33.2,46.0,-193.99999999999997,0.3776493700000001,0.0,23.0,1
26.0,72.0,33.2,46.0,-146.00000000000003,0.7336365,0.0,23.0,1
30.999999999999996,72.0,33.2,46.0,-145.00000000000003,0.2616441199999999,0.0,23.0,1
26.0,72.0,33.2,46.0,-145.00000000000003,0.8690266000000001,0.0,23.0,1
26.0,72.0,33.2,46.0,-138.0,0.23263027000000003,0.0,23.0,1
26.0,72.0,33.2,46.0,-139.0,0.8234902,0.0,23.0,1
29.0,72.0,33.2,46.0,-135.99999999999994,0.33198276000000004,0.08844796600000038,23.0,1
36.0,72.0,33.2,46.0,-162.0,0.7956098,0.0,23.0,1
26.0,72.0,33.2,46.0,-139.0,0.49881445999999996,0.0,23.0,1
27.0,72.0,33.2,46.0,-134.0,0.5282644999999999,0.0,23.0,1
26.0,72.0,33.2,46.0,-132.0,0.7657413,0.0,23.0,1
30.0,72.0,33.2,46.0,-135.99999999999994,0.08719308000000003,0.0,23.0,1
100.0,65.0,33.6,45.0,-222.0,1.0764493,0.08849189000000024,38.0,0
41.0,65.0,33.6,45.0,-203.0,0.39969115999999993,0.0,40.0,1
36.0,65.0,33.6,45.0,-276.0,0.34109133,0.34863332000000113,40.0,1
30.999999999999996,64.0,33.6,45.0,-212.0,0.3697073499999999,0.0,40.0,1
34.0,65.0,33.6,45.0,-198.00000000000003,0.06349845999999992,0.0352769230000014,40.0,1
30.999999999999996,65.0,33.6,45.0,-232.0,1.0356375,0.0,40.0,1
30.999999999999996,65.0,33.6,45.0,-244.0,0.029194694000000077,0.0,40.0,1
35.0,64.0,33.6,45.0,-378.0,0.0,0.0,32.0,1
100.0,64.0,33.8,45.0,-334.0,2.229862,0.0,32.0,1
30.999999999999996,65.0,33.8,45.0,-169.0,4.9766517,1.4338474000000012,32.0,1
35.0,65.0,33.8,45.0,-234.0,0.029158371999999932,0.0,32.0,1
26.0,65.0,33.8,45.0,-167.0,0.3539675499999999,0.0,32.0,1
91.0,61.0,33.8,45.0,-292.0,0.9470430600000002,0.4972339000000012,32.0,1
42.0,65.0,33.8,45.0,-305.0,0.5893469,0.0,32.0,1
55.0,64.0,33.8,45.0,-318.0,2.8230696,0.0,32.0,1
45.0,64.0,33.8,45.0,-244.0,0.6317647000000001,0.0,32.0,1
26.0,65.0,33.8,45.0,-217.0,1.073466,0.0,32.0,1
26.0,65.0,33.8,45.0,-208.0,1.0611963,0.0,32.0,1
60.0,65.0,33.8,45.0,-182.0,1.1815679000000001,0.0,32.0,1
26.0,68.0,34.2,44.0,-211.0,2.5115786,78.70806,32.0,1
27.0,68.0,34.2,44.0,-214.0,2.2296846,12.589149,32.0,1
30.999999999999996,68.0,34.2,44.0,-355.0,2.052794,65.61617,32.0,1
34.0,68.0,34.2,44.0,-384.0,3.8106375000000003,6.542531000000002,32.0,1
26.0,68.0,34.2,44.0,-269.0,1.7477629,54.1673,32.0,1
46.0,70.0,34.2,44.0,-306.0,6.1176414,101.49944999999997,32.0,1
47.0,70.0,34.2,44.0,-319.0,0.047453200000000084,0.02214482600000167,32.0,1
85.0,70.0,34.5,44.0,-624.0,4.73925,3.876906999999999,32.0,0
35.0,69.0,34.5,44.0,-269.0,0.03475570699999997,0.03475570699999864,32.0,1
30.999999999999996,71.0,34.5,44.0,-463.0,3.3927295,64.08715,32.0,1
35.0,69.0,34.5,44.0,-244.0,1.8554201,104.086296,32.0,1
36.0,69.0,34.5,44.0,-247.0,0.13971683000000001,0.10866865499999889,32.0,1
35.0,69.0,34.5,44.0,-268.0,4.584795999999999,78.27716,32.0,1
55.0,69.0,34.5,44.0,-306.0,2.0728922,61.346455,32.0,1
36.0,70.0,34.5,44.0,-243.0,1.3583472,56.285557,32.0,1
39.0,70.0,34.5,44.0,-238.0,3.4627327999999995,7.1006403,32.0,1
35.0,69.0,34.5,44.0,-243.0,0.08539447999999994,0.09707235500000166,32.0,1
35.0,69.0,34.5,44.0,-230.0,1.6746615,51.08227,32.0,1
50.0,70.0,35.0,44.0,-274.0,2.1912045,46.74069,32.0,1
37.0,69.0,35.0,44.0,-237.0,0.08952833999999998,0.06017080699999866,32.0,1
40.0,69.0,35.0,44.0,-242.0,0.06893953999999991,0.06991052000000053,32.0,1
35.0,69.0,35.0,44.0,-244.0,2.0317547,1.8907549999999986,32.0,1
36.0,69.0,35.0,44.0,-238.0,0.17060721,0.13881553999999952,32.0,1
64.0,72.0,35.0,44.0,-274.0,2.668898,53.060055,32.0,0
63.0,72.0,35.0,44.0,-602.0,0.021874221000000027,0.2515535399999962,32.0,0
26.0,70.0,35.4,44.0,-229.0,0.20214771999999992,0.19124047000000033,32.0,1
53.0,72.0,35.4,44.0,-400.0,3.1812189,7.1465955,32.0,0
35.0,69.0,35.4,44.0,-257.0,0.6800669399999999,2.6297867000000004,32.0,1
35.0,68.0,35.4,44.0,-441.0,0.012647883000000082,0.043781134999999693,32.0,1
35.0,67.0,35.4,44.0,-267.0,0.12152454000000001,0.11279224000000099,32.0,1
42.0,67.0,35.4,44.0,-269.0,0.07146761000000001,0.0472412999999996,32.0,1
52.0,67.0,35.4,44.0,-257.0,0.9562023,52.981365,32.0,1
59.0,67.0,35.4,44.0,-219.0,0.0683301999999999,0.10042836999999949,32.0,1
46.0,72.0,35.4,43.0,-236.0,2.172706,40.071407,32.0,1
46.0,72.0,35.4,43.0,-384.0,2.9044359,66.22876,32.0,0
86.0,72.0,34.8,43.0,-98.0,2.1134968,1.8998542,32.0,0
78.0,71.0,34.9,42.0,-10.0,0.02581148600000005,0.0,32.0,1
30.999999999999996,72.0,34.9,42.0,-712.0,3.2099204,45.168568,32.0,0
55.0,73.0,34.9,42.0,-336.0,3.9452052,41.580475,32.0,0
86.0,71.0,34.9,42.0,-344.0,6.655327,12.984241000000004,32.0,0
77.0,69.0,34.9,42.0,-199.0,0.6818155600000001,2.5282470000000004,32.0,0
58.0,70.0,34.9,42.0,-346.0,6.065365,76.43856,32.0,1
34.0,70.0,34.9,42.0,-327.0,1.4281436,51.85989,32.0,1
86.0,70.0,34.9,42.0,-576.0,4.8108525,103.547226,32.0,0
26.0,73.0,34.9,42.0,-182.0,7.1795654,11.002637,32.0,1
26.0,73.0,34.9,42.0,-253.0,0.04652605199999993,0.031017369000000627,32.0,1
37.0,74.0,34.9,42.0,-337.0,5.186185,5.8416724,32.0,1
30.999999999999996,74.0,34.9,42.0,-198.00000000000003,0.14567240000000004,0.12991746999999876,32.0,1
27.0,73.0,34.9,42.0,-187.0,0.7598459,0.21112236000000095,32.0,1
29.0,73.0,34.9,42.0,-192.99999999999997,0.11631513399999993,0.0,32.0,1
26.0,73.0,34.9,42.0,-171.0,0.13088702000000008,0.0,32.0,1
29.0,73.0,34.9,42.0,-167.0,0.0436615119999999,0.0,32.0,1
26.0,73.0,34.9,42.0,-133.0,0.4431867599999999,0.0,32.0,1
86.0,74.0,34.9,42.0,-117.00000000000003,0.043650670000000114,0.0,32.0,0
26.0,73.0,34.9,42.0,-181.0,2.58579,0.60230666,32.0,1
33.0,73.0,34.9,42.0,-177.99999999999997,0.14550224000000012,0.0,32.0,1
26.0,72.0,34.9,42.0,-172.99999999999997,0.20166295999999995,0.012603935000001343,32.0,1
37.0,73.0,34.9,42.0,-175.00000000000003,0.02910767499999989,0.0,32.0,1
30.999999999999996,69.0,35.4,42.0,-407.0,7.1959033,28.989551999999996,32.0,1
32.0,72.0,35.4,42.0,-395.0,0.8575941300000001,0.22139310000000023,32.0,0
84.0,70.0,35.4,42.0,-383.0,1.7395095999999999,0.0,32.0,0
35.0,72.0,35.4,42.0,-258.0,0.46248022,1.2541958999999991,32.0,1
86.0,72.0,35.5,42.0,-697.0,3.3173617999999996,8.773101000000002,32.0,0
94.0,72.0,34.7,41.0,-433.0,8.844257,7.461964,32.0,0
42.0,73.0,34.7,41.0,-268.0,1.9411979,0.8168852999999991,32.0,1
44.0,73.0,34.7,41.0,-291.0,0.012651033999999894,0.0,32.0,0
42.0,73.0,34.7,41.0,-352.0,0.08204974999999992,0.06890230999999858,32.0,0
73.0,73.0,34.7,41.0,-343.0,0.2549142200000001,0.2753657700000005,32.0,0
34.0,73.0,34.7,41.0,-251.0,0.01267629799999992,0.0,32.0,1
29.0,72.0,34.7,41.0,-182.0,0.03209817000000004,0.05398329000000146,32.0,1
27.0,72.0,34.7,41.0,-171.0,0.08178467999999994,0.06867971000000139,32.0,1
34.0,72.0,34.7,41.0,-176.00000000000003,1.3941891,0.35509163000000044,32.0,1
26.0,74.0,33.9,41.0,-176.00000000000003,0.9077939000000002,1.7717600000000004,32.0,1
26.0,74.0,33.9,41.0,-179.0,0.0,0.0,32.0,1
26.0,74.0,33.9,41.0,-162.99999999999997,0.41347763000000004,0.0,32.0,1
64.0,74.0,33.9,41.0,-576.0,1.7786089999999999,1.2502133999999998,32.0,0
62.0,75.0,33.9,41.0,-400.0,3.2658372,17.281164,32.0,0
30.999999999999996,67.0,33.9,41.0,-221.0,6.778736,7.235374,32.0,1
77.0,68.0,33.9,41.0,-177.0,0.4134884999999999,0.0,32.0,1
35.0,70.0,33.9,41.0,-237.0,4.0622373,11.059759,32.0,1
28.000000000000004,75.0,34.5,41.0,-266.0,3.5487347,0.5700856399999985,32.0,1
98.0,76.0,34.5,41.0,-384.0,3.9256308000000004,12.083598000000002,32.0,0
35.0,76.0,34.5,41.0,-403.0,7.9557686,10.283632,32.0,0
100.0,73.0,34.5,41.0,-206.0,5.65072,3.0329191999999985,32.0,0
